Date/Time,Hourly Space Cooling load (W),Hourly Space Heating load (W),Hourly DHW load (W)
 10/01  17:00:00,41226980.64344973,7556059.518620997,3002015.8295982075
 10/01  18:00:00,35200642.539352566,8214310.57471227,2922399.27738445
 10/01  19:00:00,31287558.860299043,8742318.27384562,2932616.9724553027
 10/01  20:00:00,29466752.720243428,8984486.415299013,2717177.752625382
 10/01  21:00:00,28740704.609703243,9139529.673513142,2431298.861499459
 10/01  22:00:00,27857370.821589902,9246240.141175725,2179465.3892831956
 10/01  23:00:00,27117444.44458701,9406696.745900907,1506707.9091922923
 10/01  24:00:00,26470989.058798324,9566409.939376295,897380.570059098
 10/02  01:00:00,25999190.62576038,9536355.878141861,811019.4178902819
 10/02  02:00:00,25716954.355617676,9632798.797200652,641473.885659458
 10/02  03:00:00,25665925.02444967,9707879.201610701,817907.622246349
 10/02  04:00:00,25661610.55996618,9777164.038511427,853809.2352208586
 10/02  05:00:00,25708066.072276905,9823129.099230172,1397448.5269519952
 10/02  06:00:00,25776597.99243453,9886963.292134268,3238505.8748273463
 10/02  07:00:00,25561571.329230443,8043014.631448213,3824191.338646333
 10/02  08:00:00,26555788.112384062,6968548.916545062,4523650.014482395
 10/02  09:00:00,46839109.190603726,11726333.733186008,4948219.408296414
 10/02  10:00:00,54858592.793298766,11264151.304126978,4983679.794420006
 10/02  11:00:00,71309399.5304531,11292476.913927438,4779591.309204419
 10/02  12:00:00,88800587.56708322,11132897.650320385,4526968.132693451
 10/02  13:00:00,108060361.2629767,11337153.585682353,4626381.653840615
 10/02  14:00:00,115781853.82415174,10749343.616251776,3966770.0963647556
 10/02  15:00:00,113290428.9380813,10740468.755073268,4080405.7908778996
 10/02  16:00:00,95960809.6387709,10736037.298140706,3068314.1656109076
 10/02  17:00:00,86848486.07553777,10706839.456436457,3150196.5607904806
 10/02  18:00:00,50023275.2113227,6453920.1420026105,3520733.8157347795
 10/02  19:00:00,39179933.136886984,7312645.344414027,3517248.557515989
 10/02  20:00:00,32102451.77398297,7012177.98266958,2890586.8883194188
 10/02  21:00:00,29200488.526143238,6998834.799613706,2351397.3466829634
 10/02  22:00:00,26692818.829126086,7165052.340085276,2172340.4080757145
 10/02  23:00:00,25592679.281334933,8254582.053112247,1441841.6549256067
 10/02  24:00:00,25131413.21503758,8517485.80369617,972297.3754102008
 10/03  01:00:00,24693880.46964584,8730068.068718066,807612.1747419252
 10/03  02:00:00,24218499.321271677,8952177.447830187,712408.0597011814
 10/03  03:00:00,23722743.9733376,9194426.16409565,747674.8350348944
 10/03  04:00:00,21214940.941960797,9425502.002559405,854259.0211737797
 10/03  05:00:00,21031536.04369797,9563140.623667276,1433082.1692501022
 10/03  06:00:00,24936184.20908494,9894088.67909771,3240359.1514279423
 10/03  07:00:00,24155465.943736136,7786394.0242493665,3741430.9021366597
 10/03  08:00:00,25408923.142040934,7187695.419895224,4659962.710081815
 10/03  09:00:00,54609564.356741406,11114709.823500928,4772495.49582186
 10/03  10:00:00,84752768.48024358,10686462.571825752,4986549.309226161
 10/03  11:00:00,123641338.76433547,10800537.207860488,4853016.051801453
 10/03  12:00:00,157511752.51782382,10746424.766745187,4528427.132531285
 10/03  13:00:00,182441056.8078402,10985335.6488709,4740428.5140720755
 10/03  14:00:00,193973239.80332604,10362937.740522433,3848737.7558688438
 10/03  15:00:00,183182806.14453688,10283963.141717784,4085584.6962537486
 10/03  16:00:00,156167000.80828634,10267506.904222123,3027968.3978020255
 10/03  17:00:00,138069937.67317086,10274390.43809992,3163298.624836028
 10/03  18:00:00,78048325.92710178,5933404.9730846975,3566859.165445984
 10/03  19:00:00,47598966.78485152,6710113.203551684,3580442.2160786265
 10/03  20:00:00,37081343.727691814,6647355.409513269,2809125.8142025047
 10/03  21:00:00,33041499.667415038,6617843.839374946,2378524.9622566304
 10/03  22:00:00,31414193.89264144,6705911.833094634,2124941.20171262
 10/03  23:00:00,29741234.444804594,7723276.747995543,1507660.8147508556
 10/03  24:00:00,27941602.77403425,8015717.549075407,996571.637555499
 10/04  01:00:00,26453135.029068563,8295123.452744087,713300.6915618195
 10/04  02:00:00,25474371.394665908,8552799.054017304,777451.5884253224
 10/04  03:00:00,24702209.609805703,8773989.271805478,753865.6885503262
 10/04  04:00:00,24030150.20622904,9028506.086743375,748631.3503305694
 10/04  05:00:00,23524486.34674119,9245225.120294642,1500780.9706513307
 10/04  06:00:00,23444250.184514564,9462726.296404291,3314064.2952368576
 10/04  07:00:00,23167475.51844535,7579056.3529182235,3663211.2654218194
 10/04  08:00:00,25900803.392705757,6959519.371042404,4669393.385113718
 10/04  09:00:00,59134244.52456103,10962522.127439205,4807032.340408756
 10/04  10:00:00,95563603.58779472,10551296.002644077,4985855.877400499
 10/04  11:00:00,134439143.62194246,10688317.297696194,4828778.803647346
 10/04  12:00:00,161570758.5209677,10652746.383588692,4602983.822801085
 10/04  13:00:00,181647154.42787758,10845862.954598077,4547773.28775387
 10/04  14:00:00,185154858.81185934,10225218.518391933,3968689.442313424
 10/04  15:00:00,165453759.154296,10149147.047728915,4188953.842198126
 10/04  16:00:00,113191369.9673752,10324895.472536929,3027410.0484137023
 10/04  17:00:00,89358900.0375672,10295292.651601236,3062453.2956814785
 10/04  18:00:00,51064103.62737145,5921788.658852303,3650273.8495267476
 10/04  19:00:00,36946825.24566937,6753846.446973192,3489709.9596776
 10/04  20:00:00,30708479.11661846,6521087.872482636,2768706.7593044555
 10/04  21:00:00,28639945.333660338,6565457.62731773,2538699.649353383
 10/04  22:00:00,26694302.182835814,6740018.816656983,2017156.9511074533
 10/04  23:00:00,25853768.815499306,7810733.926813729,1536426.5509213288
 10/04  24:00:00,25737388.27686945,8064134.186288723,969393.4008459551
 10/05  01:00:00,25735758.426903576,8296213.488001169,784181.8729922243
 10/05  02:00:00,25422497.34041323,8523899.882371338,783686.3520567234
 10/05  03:00:00,24662254.03562437,8745523.596626993,677825.0113358183
 10/05  04:00:00,23939264.55287892,9002732.594884003,819525.8232425305
 10/05  05:00:00,23846779.281282797,9133302.631879114,1446462.4880152743
 10/05  06:00:00,24594943.485724334,9189134.11166835,3342547.3356833463
 10/05  07:00:00,25200555.84819691,7307851.70006524,3720308.1919226786
 10/05  08:00:00,29003009.686516467,6482741.118570798,4479096.658047793
 10/05  09:00:00,68684945.6281779,10842673.2688889,5009314.871850788
 10/05  10:00:00,100712548.62685269,10504918.11470436,4967266.335359851
 10/05  11:00:00,137319527.36686325,10682593.474034576,4742883.669228038
 10/05  12:00:00,147871462.84917527,10694344.024855426,4610280.13715192
 10/05  13:00:00,161935808.77896997,10890256.30230974,4538464.185916707
 10/05  14:00:00,159949983.94365677,10336456.572509468,4121841.0647198632
 10/05  15:00:00,141214659.85121563,10405478.00179141,3973641.394862083
 10/05  16:00:00,112391350.63836093,10517720.589033257,3184647.9239087184
 10/05  17:00:00,82805053.91857891,10623809.385955244,3157416.519126367
 10/05  18:00:00,47448222.1523405,6350735.3534572655,3359455.2163185054
 10/05  19:00:00,33692882.783212766,7033562.992091397,3595462.99717035
 10/05  20:00:00,29622453.596937522,6754045.50996771,2918759.3273525187
 10/05  21:00:00,28724502.066160727,6709724.300067174,2269939.8579603746
 10/05  22:00:00,27771353.110388387,6789860.624361128,2324633.7105650576
 10/05  23:00:00,27277541.924755245,7773984.017079721,1515959.5327066549
 10/05  24:00:00,27115700.95405376,8005580.744790317,787065.475863938
 10/06  01:00:00,27106688.442786112,8215491.042666706,987228.9624093795
 10/06  02:00:00,27325206.117396414,8378670.060169402,572310.1894992644
 10/06  03:00:00,27874331.661032025,8534438.563303644,713467.5051220891
 10/06  04:00:00,28450068.1680367,8669412.628777286,954519.1562842521
 10/06  05:00:00,29396599.63276238,8799715.399202218,1416934.1144547234
 10/06  06:00:00,30525324.31682501,8921881.713462044,3178089.255197947
 10/06  07:00:00,31923925.607968863,7240407.950785296,3865562.1463910807
 10/06  08:00:00,39299778.882439524,6779326.349972698,4587545.414650836
 10/06  09:00:00,71860378.39354315,11511955.860825704,4961902.71860067
 10/06  10:00:00,86538083.2413976,11238049.28689482,4894156.544819933
 10/06  11:00:00,98540153.79581235,11334714.205267165,4931210.917966162
 10/06  12:00:00,110180380.41991785,11201066.697196776,4322672.086313843
 10/06  13:00:00,128415577.01130627,11461543.552115275,4810903.491316557
 10/06  14:00:00,128807677.09740324,11082625.59700041,3890052.3949572975
 10/06  15:00:00,114398276.43311852,11322162.89179421,4156884.8762128665
 10/06  16:00:00,87192539.0298964,11596072.309524499,3031756.3772378443
 10/06  17:00:00,75217800.99953164,11669413.080454411,3049598.3955890476
 10/06  18:00:00,50232298.06020822,7095163.350518709,3665489.5807941332
 10/06  19:00:00,45863559.142662704,7641057.151703694,3647395.7930121548
 10/06  20:00:00,40361227.022774555,7291130.882397967,2771978.6361478576
 10/06  21:00:00,34100507.02103965,7203600.505875675,2511269.063072896
 10/06  22:00:00,31083628.777863894,7372228.762310864,1933169.2688400045
 10/06  23:00:00,31080169.930176105,8384905.924554128,1535693.6433278485
 10/06  24:00:00,32067297.46852469,8570920.675291114,1032370.8345272968
 10/07  01:00:00,33061209.498486415,8853678.323952168,678929.3827321989
 10/07  02:00:00,33493940.664943587,8998845.900640868,890278.6717782982
 10/07  03:00:00,33357389.67058655,9055221.44435488,713812.9679488715
 10/07  04:00:00,33046317.43175419,9243486.943500506,714272.573471009
 10/07  05:00:00,32632040.185355857,9335063.645297104,1449915.3185419755
 10/07  06:00:00,32366867.05462469,9395075.830504188,3447754.242904977
 10/07  07:00:00,31960467.761457358,8791303.123634893,3218326.147658358
 10/07  08:00:00,32026776.10991066,7501868.218783137,3615553.1018806803
 10/07  09:00:00,51255639.87805759,11991109.069841294,3287121.4124186407
 10/07  10:00:00,52738873.985819004,11842145.257023573,3384501.255531389
 10/07  11:00:00,54321396.82674126,11715116.33351154,2910683.028270153
 10/07  12:00:00,55646174.78579004,11486043.312253077,2709036.1491593365
 10/07  13:00:00,56894573.01827651,11405086.469150782,2554704.825795515
 10/07  14:00:00,55230824.234073184,11356092.529390637,2334674.152891264
 10/07  15:00:00,52737173.23083941,11396413.909126552,2481252.811824016
 10/07  16:00:00,51658328.5825714,11449939.367206644,2744282.6730385693
 10/07  17:00:00,32356113.97623383,6357011.573720116,3056455.567199462
 10/07  18:00:00,29765486.057921067,8192413.10693425,3025977.979963926
 10/07  19:00:00,28213506.852319412,8832390.876644306,2882841.3302309467
 10/07  20:00:00,27306289.091400754,9123013.82678382,2798831.407795933
 10/07  21:00:00,27185286.60613229,9294105.40866964,2398650.752514209
 10/07  22:00:00,26891164.067771778,9418709.029109329,2118643.251170596
 10/07  23:00:00,26491598.62054918,9555889.968129203,1545351.8913780416
 10/07  24:00:00,26049255.86675608,9712497.172395049,856503.7659665479
 10/08  01:00:00,25642900.537279483,10099029.201717552,926737.54045833
 10/08  02:00:00,25450824.223212957,10264686.389618363,678899.9746533933
 10/08  03:00:00,25492163.748490755,10346193.84023475,890683.1639798888
 10/08  04:00:00,25526359.852755252,10388344.102266949,643885.7937838633
 10/08  05:00:00,26062540.966625,10385457.095516087,1543172.940921273
 10/08  06:00:00,26942155.646433096,10369142.79922711,3208030.468298415
 10/08  07:00:00,28044103.14049884,10329726.26748006,3394340.1875466374
 10/08  08:00:00,28502127.897092666,9008621.163225938,3586753.8230922655
 10/08  09:00:00,28822858.597633753,8701735.696552332,3201137.3091903008
 10/08  10:00:00,29066378.598268606,8734455.15659339,3268873.4692060305
 10/08  11:00:00,29032395.754395675,8540978.303550296,2879444.5370312664
 10/08  12:00:00,28681180.83986703,8331821.923040292,2723768.969335659
 10/08  13:00:00,29385567.778310172,8315030.9227213105,2319287.9725690554
 10/08  14:00:00,31036194.62739539,8307839.873965625,2336979.0978717357
 10/08  15:00:00,33115182.92532382,8292061.108255893,2485053.5975801647
 10/08  16:00:00,36101862.74871876,9468632.64257795,2671989.2488321858
 10/08  17:00:00,37816333.66600534,9535149.158990609,3147526.319974258
 10/08  18:00:00,38291067.38402273,9760012.528913442,2940202.7419201154
 10/08  19:00:00,38561226.673660025,9996183.918945815,2832837.5227801115
 10/08  20:00:00,39205462.8331526,10067447.036675876,2761232.6744980365
 10/08  21:00:00,39931305.869844764,10072024.843027772,2398032.8548513646
 10/08  22:00:00,40445532.24674743,10112061.056262601,2279080.4836449865
 10/08  23:00:00,38664600.43578041,10154059.749087188,1453678.0164304646
 10/08  24:00:00,36019853.915677875,10196315.342969079,791732.7113083029
 10/09  01:00:00,34044096.34860904,10249638.960713591,1068499.3359955526
 10/09  02:00:00,32208291.148725156,10295875.757700086,643987.0235307423
 10/09  03:00:00,31436638.076620344,10346228.357201565,608709.7447062695
 10/09  04:00:00,30663229.18870867,10359504.593848167,962414.0209463958
 10/09  05:00:00,30530769.422842138,10402755.215478098,1421056.8573373766
 10/09  06:00:00,30998110.654897258,10443970.241625657,3158142.908633193
 10/09  07:00:00,31514778.058185082,10405210.625946939,3552589.342449847
 10/09  08:00:00,33200747.371951837,8977275.993014902,3385854.1306368643
 10/09  09:00:00,38840992.80916874,8252650.393789791,3488712.1378368563
 10/09  10:00:00,44292015.44559337,7559733.056670141,3137775.915962873
 10/09  11:00:00,49060272.06933739,7220856.854203551,2955361.5786565226
 10/09  12:00:00,55247922.336181775,7107365.794928599,2395926.4469511923
 10/09  13:00:00,61864083.23562616,7036232.038124418,2633252.994545866
 10/09  14:00:00,61176111.54245774,6845974.400610676,2246103.949015874
 10/09  15:00:00,52140691.3517341,6640341.747776848,2496841.5394512285
 10/09  16:00:00,44317479.27255852,7607466.031226286,2642883.8312307163
 10/09  17:00:00,40964478.2041857,7997889.414884796,2896797.2155542467
 10/09  18:00:00,36197202.18547575,8624903.102842433,3154773.4683303423
 10/09  19:00:00,32470276.57019277,8997644.629866313,3026414.305745916
 10/09  20:00:00,30356414.4825258,9194764.857766872,2648932.8289260385
 10/09  21:00:00,28472636.073520403,9347190.03469455,2467106.417377973
 10/09  22:00:00,26766926.25032297,9535740.176913887,1945276.558352173
 10/09  23:00:00,25686877.469997156,9726977.178204592,1578287.037306015
 10/09  24:00:00,24763140.197053436,9852808.470950121,1001814.1832337234
 10/10  01:00:00,24030818.946060933,9816466.507124338,715368.8491072218
 10/10  02:00:00,23287894.742746793,10011657.58520778,891405.4845638373
 10/10  03:00:00,22533377.955151167,10246453.883159216,679621.1113925381
 10/10  04:00:00,21756284.498365723,10487159.708179817,750715.1279913549
 10/10  05:00:00,21374310.666539848,10577907.182874242,1458687.3789681997
 10/10  06:00:00,21604449.761181355,11213677.534670888,3416873.0800460326
 10/10  07:00:00,21649094.600763176,9071865.673630506,3697151.6146317883
 10/10  08:00:00,23787103.070727225,7672068.568727705,4648295.01666297
 10/10  09:00:00,48550749.46404313,11563479.37602405,4894003.942955099
 10/10  10:00:00,75687989.01334345,11122157.890321916,5045027.298515373
 10/10  11:00:00,103784050.08293864,11221960.230288997,4801575.77830751
 10/10  12:00:00,135548166.81987482,11181276.227263168,4552677.328948985
 10/10  13:00:00,152251606.5803339,11362108.773625785,4748525.443468172
 10/10  14:00:00,157935077.61227918,10757330.926025609,3910211.5056015095
 10/10  15:00:00,147711313.5927388,10785181.475936186,4112399.120386089
 10/10  16:00:00,94159935.04740824,10920136.637877315,3003181.4996320615
 10/10  17:00:00,75260579.31539546,11049459.31265716,3131730.1434439737
 10/10  18:00:00,45373219.218353555,6866442.308974774,3613822.8232750054
 10/10  19:00:00,34298966.29964002,7508629.881101811,3602849.523638713
 10/10  20:00:00,30300549.01615438,7179550.720715337,2838585.1958005675
 10/10  21:00:00,28963958.187786978,7095231.385880235,2425923.8090621117
 10/10  22:00:00,27650982.703412663,7193051.013802044,2074363.6960907155
 10/10  23:00:00,26348723.58038665,8227659.059875369,1510342.9582272337
 10/10  24:00:00,24880727.136693567,8558920.263693972,1034647.2151401408
