Date/Time,Hourly Space Cooling load (W),Hourly Space Heating load (W),Hourly DHW load (W)
 09/15  07:00:00,30897810.511454735,7190390.853162413,3604028.6247405377
 09/15  08:00:00,51308715.154528126,6462113.534238731,4149725.842556924
 09/15  09:00:00,98159774.5568903,10271907.009078149,3789867.489061239
 09/15  10:00:00,131679412.1848583,9841670.503368624,3878512.2283313605
 09/15  11:00:00,160034451.18767017,9743691.327740122,3527912.072917877
 09/15  12:00:00,190290015.8279415,9417269.753713405,3215065.2842166657
 09/15  13:00:00,217453766.57876137,9557715.838288985,3003718.216993036
 09/15  14:00:00,209699473.8011136,9277701.21295554,2887457.1037566736
 09/15  15:00:00,181761493.85516897,9203499.318054872,3154789.946646175
 09/15  16:00:00,154855999.8392138,10168720.505704377,2859526.945648045
 09/15  17:00:00,138917905.16688642,10380557.32631664,3063668.2288279063
 09/15  18:00:00,85141039.88182461,5844799.18759221,3652565.10003458
 09/15  19:00:00,71757857.58742237,6533250.569082427,3484767.482417801
 09/15  20:00:00,58745852.23096656,6496724.624271743,2786813.7349689985
 09/15  21:00:00,44738849.00651587,6208296.507444783,2384356.871964836
 09/15  22:00:00,41557067.71943179,6419230.010025119,2028288.6648379548
 09/15  23:00:00,38042414.993306495,7455772.607119023,1523897.4150999025
 09/15  24:00:00,32612104.170760047,7716943.476785786,898360.782601376
 09/16  01:00:00,30030817.28053823,7939922.619382971,778263.5046110753
 09/16  02:00:00,28398636.531253934,8144216.559579384,742285.650953704
 09/16  03:00:00,27032842.24939059,8333055.817851381,812882.0933890205
 09/16  04:00:00,25893216.530622832,8580101.87925374,707404.7620338281
 09/16  05:00:00,25361405.92630164,8772905.832042923,1428297.1266480556
 09/16  06:00:00,25195573.825234823,8945634.480417889,3274155.6566039473
 09/16  07:00:00,26129622.645791866,7901018.5434806775,3348247.538724964
 09/16  08:00:00,31214259.86053818,6352251.242528526,3585578.7185584786
 09/16  09:00:00,69837589.429078,10726906.178102674,3217694.0571184624
 09/16  10:00:00,95235694.85450155,10163471.97001519,3285036.9118053373
 09/16  11:00:00,127981199.40137675,9851653.059757413,2976425.061097702
 09/16  12:00:00,155587617.87212142,9749136.583224528,2526778.9765345883
 09/16  13:00:00,158684899.9274742,9660332.991286768,2547366.4900693004
 09/16  14:00:00,148608783.73146087,9510421.354384907,2187950.1281879162
 09/16  15:00:00,165094356.69214374,9349570.776122848,2605492.7486364497
 09/16  16:00:00,165343897.87432924,9362026.66711717,2532909.6509470055
 09/16  17:00:00,131772346.57595162,4408515.002207439,3022164.397538259
 09/16  18:00:00,91339198.73811704,6015766.517282717,2972562.591505046
 09/16  19:00:00,66501972.966547966,6755917.193823133,2989569.30914633
 09/16  20:00:00,55459572.24719246,7252417.125737205,2754611.9429394393
 09/16  21:00:00,52912063.08616563,7835403.634147807,2280771.3156409664
 09/16  22:00:00,50088949.43785115,8027204.761390143,2058020.7261459543
 09/16  23:00:00,45798920.85846024,8161471.177687248,1484676.5653444012
 09/16  24:00:00,41965846.33653567,8295032.7998126475,920412.7072397313
 09/17  01:00:00,38797355.2675359,8602484.293566983,884504.1311816396
 09/17  02:00:00,35197838.94812787,8758359.886810977,636725.3699644883
 09/17  03:00:00,34011059.937683344,8893154.990621483,742567.3061629528
 09/17  04:00:00,32426288.220323775,9020398.871869683,849133.8090734428
 09/17  05:00:00,31128954.967275504,9172740.926037863,1391714.3979936664
 09/17  06:00:00,30059592.10925876,9281123.69461303,3240963.788448275
 09/17  07:00:00,31098163.70769353,9171280.100631747,3344341.9404625124
 09/17  08:00:00,38523646.895083226,7722467.7523513315,3461458.4933920824
 09/17  09:00:00,50371599.994848564,7248108.34950824,3259167.113478106
 09/17  10:00:00,70883703.09929843,6778343.257606931,3191335.3535315027
 09/17  11:00:00,112739416.61367284,6376173.505581357,2853034.5134241944
 09/17  12:00:00,129624466.2786421,6241779.999302236,2455600.4440826047
 09/17  13:00:00,111529877.15343112,6255789.5651276,2596857.22044244
 09/17  14:00:00,115517336.05673158,6119062.23848111,2153668.5411511464
 09/17  15:00:00,148261553.02264112,5890765.092796921,2336996.7093664794
 09/17  16:00:00,135456628.76876932,6872589.485946636,2671035.711640464
 09/17  17:00:00,97200886.33504048,7281157.323543772,2982350.8589105434
 09/17  18:00:00,72697846.43703796,7718933.31010974,2949416.023680418
 09/17  19:00:00,68452443.91190313,8143006.985908397,2988708.2784913485
 09/17  20:00:00,61480114.088038675,8385242.784060321,2697081.4174783584
 09/17  21:00:00,61609432.015808225,8517854.740257725,2217728.333532516
 09/17  22:00:00,65603039.43189075,8906768.010320539,2298021.987252163
 09/17  23:00:00,68141203.9170336,9014843.825134013,1433987.4600172928
 09/17  24:00:00,68825454.23281412,9131791.720557863,779284.8596249552
 09/18  01:00:00,68837013.20155868,9062631.570068305,884611.846530867
 09/18  02:00:00,71172211.93672992,9141240.296562552,672309.8012806632
 09/18  03:00:00,70966773.2473127,9261696.6860604,766296.7591882468
 09/18  04:00:00,68328883.66391286,9344989.285479924,931937.8756797336
 09/18  05:00:00,69100587.84821266,9368310.813639589,1320255.4621401073
 09/18  06:00:00,72550414.47137527,9376830.267101588,3190452.915353277
 09/18  07:00:00,74961038.32372963,7758935.334984371,3764025.795538662
 09/18  08:00:00,71616496.26301602,6612720.687009156,4584004.367527484
 09/18  09:00:00,89575284.16499719,11746196.214597058,4817062.197411074
 09/18  10:00:00,102601854.17288044,11244617.39129032,4978673.044402511
 09/18  11:00:00,122867766.18927592,11252601.10104648,4664178.726043053
 09/18  12:00:00,126526967.36689351,11104814.51888775,4432015.223322596
 09/18  13:00:00,122077562.92778341,11400550.649621231,4661467.321376441
 09/18  14:00:00,118759692.15282312,10901004.718078405,4055504.0587694948
 09/18  15:00:00,113539208.40025271,10942742.035357123,3861280.109603884
 09/18  16:00:00,95082384.87166767,11005561.889670834,3174006.849869937
 09/18  17:00:00,77184522.98748578,11309516.054606913,3141638.7726421487
 09/18  18:00:00,49237365.52237289,7006404.203866377,3355190.7745793904
 09/18  19:00:00,39640047.66623959,7575364.456947925,3607449.242557339
 09/18  20:00:00,32870340.908540785,7245625.461651409,2858030.9914209913
 09/18  21:00:00,31508936.189781804,7142395.304439604,2253284.5679795183
 09/18  22:00:00,31016605.762083862,7201716.854331645,2171784.467485734
 09/18  23:00:00,30149756.22680931,8220496.674433512,1502647.5359455233
 09/18  24:00:00,28236807.726975594,8461936.557513708,832783.5775905474
 09/19  01:00:00,27191967.36081487,8635179.578352291,796544.8345055141
 09/19  02:00:00,27302096.022909917,8769731.745555686,813746.6598646662
 09/19  03:00:00,28143783.090170037,8863325.975635245,743154.7359316929
 09/19  04:00:00,29598561.374999594,8975228.460800698,778899.5395287891
 09/19  05:00:00,30823587.650036275,9095858.796404717,1429180.1334523982
 09/19  06:00:00,31089436.172657818,9184119.431677336,3215987.948854906
 09/19  07:00:00,35075822.01515191,7456465.031942496,3792850.6448507826
 09/19  08:00:00,45328718.056094125,6775020.109751455,4524102.979621143
 09/19  09:00:00,79069379.04780301,11345371.475920957,4814656.563899944
 09/19  10:00:00,92290763.95993675,11075526.07208646,4942672.485207559
 09/19  11:00:00,123627219.7131825,10989999.831956089,4782863.572921087
 09/19  12:00:00,130937211.8508003,10974147.782480735,4389420.18015961
 09/19  13:00:00,170748491.7928018,11220617.554646717,4625601.801328152
 09/19  14:00:00,176439380.61153233,10637591.461886125,3906515.89980532
 09/19  15:00:00,160388136.8440608,10529633.7312846,4096350.9486028627
 09/19  16:00:00,160909170.951996,10495132.802219551,3079766.6769808265
 09/19  17:00:00,137580114.8019898,10678290.543954408,3092274.572682441
 09/19  18:00:00,86098385.84066837,6261710.035918964,3434850.7706564856
 09/19  19:00:00,74662574.76300494,6822566.423591462,3619765.595655407
 09/19  20:00:00,71169291.40835963,6471928.571427377,2737655.7008317728
 09/19  21:00:00,63215762.79870165,6422545.936487192,2281793.706723079
 09/19  22:00:00,62230028.54277533,6745663.658787024,2126032.5402332246
 09/19  23:00:00,50640975.47230929,7817353.031657701,1575147.2126186183
 09/19  24:00:00,40169679.20874566,8048083.972933113,925503.1736579966
 09/20  01:00:00,36173357.63760535,8226699.572989413,777598.8677437275
 09/20  02:00:00,34151616.39262256,8403459.736341499,705715.7308574533
 09/20  03:00:00,32163067.06912766,8552387.399958307,743461.2548951997
 09/20  04:00:00,30189592.38149479,8706861.942456903,779183.0659752904
 09/20  05:00:00,28581854.640100934,8833865.435693076,1469647.0152491478
 09/20  06:00:00,30955843.27468852,8930705.024116118,3115869.9700716333
 09/20  07:00:00,33238575.711085185,7083650.237717115,3779497.9655028265
 09/20  08:00:00,63226135.46469823,6206057.374211897,4587095.0255350815
 09/20  09:00:00,134153163.17602776,10712473.53008358,4879079.446936113
 09/20  10:00:00,125234942.45285378,10579798.750586255,4949003.170832222
 09/20  11:00:00,158359130.8486824,10665743.317356147,4718023.695346454
 09/20  12:00:00,188429630.8247161,10560823.21602867,4505156.309123067
 09/20  13:00:00,202357354.25982425,10895372.15004873,4595781.717487002
 09/20  14:00:00,194593343.94962507,10253717.027578702,3861903.5561861102
 09/20  15:00:00,181743647.33609602,10266944.154016618,4061451.9576851795
 09/20  16:00:00,156203467.9366088,10289082.617848834,3119864.3551455024
 09/20  17:00:00,134445783.42811343,10456426.614041345,2988390.6346734865
 09/20  18:00:00,86365745.14762816,6061224.635506155,3492177.0939272763
 09/20  19:00:00,65129048.00239527,6647950.760315992,3538269.4407909275
 09/20  20:00:00,58094432.49448609,6343893.7619309565,2823959.348499624
 09/20  21:00:00,50842890.31222919,6314882.798250581,2323884.777653104
 09/20  22:00:00,48792628.51492282,6653446.94032339,2210059.8488079933
 09/20  23:00:00,43212647.61358689,7683441.792594275,1501023.6016838846
 09/20  24:00:00,40848718.819543324,7911771.209416737,780039.3184269491
 09/21  01:00:00,36491013.92123773,8103356.536378411,967536.9759814291
 09/21  02:00:00,33183623.28841325,8257208.511857466,697153.1187942444
 09/21  03:00:00,33020628.556123126,8419518.446697071,678790.9265901411
 09/21  04:00:00,31472980.35636953,8563481.656954447,879872.193976608
 09/21  05:00:00,28714722.296515357,8688645.228734044,1479708.5843420578
 09/21  06:00:00,28804207.823022015,8824596.139565175,3066532.7647450757
 09/21  07:00:00,32705971.038691368,6887371.515695258,3845699.3800832196
 09/21  08:00:00,55149958.67673561,6108321.73112927,4546424.579733688
 09/21  09:00:00,109089123.6775246,10680222.780246034,4886272.585524899
 09/21  10:00:00,138435027.35954443,10432156.939280393,4902239.092502464
 09/21  11:00:00,142310654.4579454,10641397.037682788,4760301.275753239
 09/21  12:00:00,160793328.09909648,10531414.460893499,4454260.726480742
 09/21  13:00:00,176425126.92235324,10820545.509716397,4541300.070418405
 09/21  14:00:00,188882562.90681994,10256162.140295142,3990295.093109335
 09/21  15:00:00,182023039.2457677,10185740.816093884,4098430.1596242934
 09/21  16:00:00,146460662.00054568,10138019.901330441,2949983.699718552
 09/21  17:00:00,131102117.3753751,10102228.115392128,3126507.5510505815
 09/21  18:00:00,90558336.19377367,5595608.865819929,3483197.747184195
 09/21  19:00:00,65051123.402775384,6184984.909222695,3418006.8041917263
 09/21  20:00:00,51220365.82382624,6051540.839464096,2881577.0047772373
 09/21  21:00:00,47780184.35884822,6079161.463655128,2391828.7487362423
 09/21  22:00:00,49492221.10674303,6429406.138128879,2175087.554036799
 09/21  23:00:00,44158473.8009701,7453035.241266841,1539652.7971747976
 09/21  24:00:00,37340602.31563402,7703104.552829204,781043.9689288997
 09/22  01:00:00,33654125.113742076,7902954.441039911,885079.8977806155
 09/22  02:00:00,31512948.16180546,8100823.092857533,673465.1129575928
 09/22  03:00:00,30574924.211953368,8241232.735334133,706125.0857264675
 09/22  04:00:00,33238726.685418174,8380270.0140143875,888498.3656840717
 09/22  05:00:00,31138702.082506113,8558450.82595032,1448885.689007623
 09/22  06:00:00,29489557.369487047,8714889.299022935,3210953.2847588104
 09/22  07:00:00,34176570.040564306,6736156.935277844,3734795.4988890947
 09/22  08:00:00,62668424.534014985,5951671.148607089,4462007.0595025495
 09/22  09:00:00,117250752.5420168,10589488.895213848,4991563.300296273
 09/22  10:00:00,138990635.97224915,10394692.054308554,4833524.5191032775
 09/22  11:00:00,155324846.31203875,10532071.547831874,4728753.60295607
 09/22  12:00:00,167948251.00695673,10500811.31811351,4434093.018483807
 09/22  13:00:00,171126842.1810912,10768618.09493184,4638488.064343408
 09/22  14:00:00,184976223.18895632,10246729.22031253,4003050.065333294
 09/22  15:00:00,203074767.75643623,10175767.71661711,4136136.236738131
 09/22  16:00:00,167985749.33471102,10113685.723120403,2940947.70195459
 09/22  17:00:00,137351815.13011864,10086266.519648748,3117015.629661491
 09/22  18:00:00,106875142.05843376,5472500.299023539,3432698.10594228
 09/22  19:00:00,83194774.89679235,6041435.442946751,3497116.1187348296
 09/22  20:00:00,69746579.6665335,5907241.258986635,2840933.7903041034
 09/22  21:00:00,54018899.86256416,5952152.695932133,2462125.389044853
 09/22  22:00:00,56266508.683342904,6373932.216509533,2107826.17789018
 09/22  23:00:00,51513738.14302192,7410244.027142827,1499952.46453025
 09/22  24:00:00,44477392.682887524,7664488.862904998,886779.987550184
 09/23  01:00:00,38877021.53435585,7900227.32163612,850253.9207463117
 09/23  02:00:00,33622893.010962136,8108550.410625355,674467.0812472368
 09/23  03:00:00,31258295.21589182,8298028.379505855,744349.654714185
 09/23  04:00:00,30142437.603507668,8447804.451148825,840642.771722346
 09/23  05:00:00,29414813.819901977,8584911.245402409,1353844.578369942
 09/23  06:00:00,28404559.107413653,8788495.890226325,3247223.633534603
 09/23  07:00:00,29819559.749894828,8179612.6271085115,3462331.094443265
 09/23  08:00:00,33056515.169901192,6870519.517619792,3412991.9657350443
 09/23  09:00:00,60577568.076249465,11054837.150617179,3378111.412399316
 09/23  10:00:00,73011696.25062206,10319850.031507019,3321827.466206466
 09/23  11:00:00,97805759.9819849,10062023.592315745,2759889.214735697
 09/23  12:00:00,126724259.16241692,10045401.661673617,2698107.0678670392
 09/23  13:00:00,128504601.84159504,9985688.505010782,2511734.166546945
 09/23  14:00:00,107755072.13198148,9885792.641055705,2356004.084598557
 09/23  15:00:00,89772721.12440553,9768425.936324418,2433859.0678074555
 09/23  16:00:00,79942510.02656181,9786328.874774503,2721015.4939398575
 09/23  17:00:00,53709603.44512472,5028114.899296896,3022997.7672646088
 09/23  18:00:00,43752288.652888335,7252395.886577248,2953711.259951303
 09/23  19:00:00,37487283.14849748,7855501.856216595,2904315.612567462
 09/23  20:00:00,35473747.81626766,8086924.726650094,2732676.388745195
 09/23  21:00:00,35322725.65795824,8303841.093060619,2370613.9737313394
 09/23  22:00:00,34664959.30943157,8455991.421059767,2163011.644630644
 09/23  23:00:00,32753773.46181379,8578263.067816768,1500517.2507082173
 09/23  24:00:00,33245536.6783536,8661897.106297376,887026.6630233532
 09/24  01:00:00,34408190.55997151,8916233.50590436,886604.6788772816
 09/24  02:00:00,34408713.470648035,9022350.803261796,638801.8222501853
 09/24  03:00:00,36400957.29215906,9145089.243947323,744665.8405680755
 09/24  04:00:00,38149510.883045875,9268067.254635125,815854.8613241824
 09/24  05:00:00,39450729.849840395,9458896.17389538,1444016.1224845732
 09/24  06:00:00,41045608.2830267,9604489.110587256,3207979.300416992
 09/24  07:00:00,41143199.83474852,9703041.449243722,3460252.9792455384
 09/24  08:00:00,47094767.466481656,8405817.043173106,3352079.5799320997
 09/24  09:00:00,57589540.7952553,7838677.8018676955,3360095.6338418806
 09/24  10:00:00,86622146.376758,7241959.736104124,3164729.194089275
 09/24  11:00:00,108080911.40319063,6819736.009880748,2791582.717529288
 09/24  12:00:00,119380263.55802342,6685018.950351074,2554770.7547858567
 09/24  13:00:00,145102738.09154126,6607385.791768613,2526780.1375830476
 09/24  14:00:00,129040207.52060014,6422647.45243443,2217304.3458713265
 09/24  15:00:00,115915415.85834152,6190850.2628486985,2406265.7993074483
 09/24  16:00:00,96412790.02677421,7276699.03055164,2701608.505367809
 09/24  17:00:00,78141067.23637815,7647565.679357768,2978017.6925339526
 09/24  18:00:00,62799631.663303144,8138557.070995733,2917185.119172168
 09/24  19:00:00,50813483.33415298,8667777.90601601,2920868.770925939
 09/24  20:00:00,43895794.219080076,8946251.351102743,2788620.2902420573
 09/24  21:00:00,45162541.14973676,9084471.872025255,2298646.799553474
 09/24  22:00:00,50122810.323440224,9193392.692957968,2171494.1342987856
 09/24  23:00:00,54196023.99519418,9314211.990352016,1500928.6952777943
 09/24  24:00:00,56556751.91323737,9458960.230650792,788188.9915317899
 09/25  01:00:00,53695125.01459901,9357250.387424404,957553.7111631781
 09/25  02:00:00,52151382.91210635,9374228.24263567,674402.4189853297
 09/25  03:00:00,52373502.91828106,9537904.85847453,708380.3610497103
 09/25  04:00:00,49923106.843506575,9677684.06842527,817465.4444123635
 09/25  05:00:00,50091146.76264748,9733439.339066979,1466297.5169731618
 09/25  06:00:00,51131296.74337389,9678277.477129573,3195243.3995312545
 09/25  07:00:00,56849303.49810587,7766208.049891751,3809394.1609998993
 09/25  08:00:00,72333543.44812219,6438219.320273779,4542079.060980894
 09/25  09:00:00,113540822.350482,11425941.681056172,4876600.042181139
 09/25  10:00:00,129542664.43107575,11118145.16762307,4889202.771636283
 09/25  11:00:00,127179855.99459465,11136848.32879839,4817923.549364655
 09/25  12:00:00,159640065.5479743,11039856.43083029,4389733.783828536
 09/25  13:00:00,160593542.89396626,11312977.622671312,4742005.266622825
 09/25  14:00:00,153139994.6957606,10888277.437809534,3891421.5160305216
 09/25  15:00:00,145951672.37633923,11161750.609870281,4074597.3743201885
 09/25  16:00:00,122382952.89720663,11323562.034515833,3065344.984963532
 09/25  17:00:00,108866372.98192151,11192046.206395464,3127094.4584306455
 09/25  18:00:00,63921243.015681475,6786781.558395074,3447826.460847211
 09/25  19:00:00,51558142.50953581,7439371.682654502,3550230.317233176
 09/25  20:00:00,46371130.52902867,7304421.687121102,2894726.727785397
 09/25  21:00:00,42633022.75084719,7244793.846012561,2318221.647698887
 09/25  22:00:00,41443187.12531627,7267381.43618839,2161301.124581515
 09/25  23:00:00,38619717.72376002,8265122.910349949,1496062.7758643609
 09/25  24:00:00,37013369.18442055,8553747.687535154,892905.2649118707
 09/26  01:00:00,35448199.930738434,8813296.0967517,836833.073039864
 09/26  02:00:00,33535632.94824751,9007389.116308073,674734.8057589541
 09/26  03:00:00,32645566.216779817,9089318.720584355,745325.3026713098
 09/26  04:00:00,32763816.575617008,9132307.905478617,851812.5306412391
 09/26  05:00:00,32351662.106089123,9253700.851008132,1461147.4997668613
 09/26  06:00:00,31563795.147904914,9452294.864686867,3203792.3809778118
 09/26  07:00:00,31696287.547771797,7641149.277843823,3753881.6927043363
 09/26  08:00:00,36212193.5196283,6936780.327933317,4610236.199055623
 09/26  09:00:00,74726681.11898115,11478424.316228699,4860344.648466672
 09/26  10:00:00,95623734.16809525,10979607.694494441,4859811.763145686
 09/26  11:00:00,126124394.83887343,11014458.95188036,4857810.790518855
 09/26  12:00:00,161618748.8294279,10999601.247726532,4481787.904895109
 09/26  13:00:00,157165805.44956288,11186918.336227344,4625902.039602119
 09/26  14:00:00,151432660.24177885,10712493.83908338,3902131.799888569
 09/26  15:00:00,134791820.93173873,10667189.330793118,4111314.525081663
 09/26  16:00:00,123942032.23998033,10791519.660174234,3014496.1566771865
 09/26  17:00:00,108162089.41298668,10979891.355152564,3102942.649766095
 09/26  18:00:00,66946283.9081428,6565545.499557907,3545968.5457774955
 09/26  19:00:00,54846979.562923245,7166355.565156896,3559117.3669942617
 09/26  20:00:00,48951651.31126706,6836358.278902212,2855522.5797441
 09/26  21:00:00,44881328.20309542,6770028.827958551,2264362.499698233
 09/26  22:00:00,43432704.46992034,6990787.409629338,2203927.5363162206
 09/26  23:00:00,38017250.79991136,8051661.806385765,1494020.9971419408
 09/26  24:00:00,33789673.34586262,8285649.124101298,873385.4498045621
 09/27  01:00:00,31491790.544275228,8478607.788689362,816747.8872793504
 09/27  02:00:00,30890270.75601998,8589345.562807696,675057.9674968225
 09/27  03:00:00,29240618.430404447,8736615.039726391,816209.2534904525
 09/27  04:00:00,27016070.9448173,8939706.69190332,781483.1839238454
 09/27  05:00:00,30523540.518494982,9022920.317609396,1466980.3582759115
 09/27  06:00:00,51146927.305523194,9045186.969762295,3195302.045988253
 09/27  07:00:00,103904812.80328006,6927253.234662742,3769436.590904373
 09/27  08:00:00,138483675.04255983,5965801.672316525,4623500.546200722
 09/27  09:00:00,196013104.86967367,10567474.320553152,4824733.384233445
 09/27  10:00:00,218960078.50912645,10356053.199925965,4896758.387880952
 09/27  11:00:00,249933591.12039885,10718801.520403355,4890026.92433267
 09/27  12:00:00,261597800.17983037,10762506.570505077,4491168.153825233
 09/27  13:00:00,275670321.1327203,11007141.686952515,4639736.796064268
 09/27  14:00:00,290472422.9660745,10451796.371716022,3805720.407872077
 09/27  15:00:00,295752852.9634788,10270250.97098136,4151331.6101831687
 09/27  16:00:00,252629401.1407663,10279317.797160156,3030393.282378379
 09/27  17:00:00,217985557.9643691,10055138.122603873,3061738.8437645356
 09/27  18:00:00,153224181.1649627,5362591.195206156,3599503.9110911195
 09/27  19:00:00,136751481.56030175,5853982.070071618,3565950.917154663
 09/27  20:00:00,125580775.80219048,5580680.564164381,2827053.8535926836
 09/27  21:00:00,117252765.25257404,5564772.866874868,2305818.0593184694
 09/27  22:00:00,105100602.89103432,5921766.834439896,2122544.6781063564
 09/27  23:00:00,71690680.71807304,6967187.400726389,1505510.9126212206
 09/27  24:00:00,59036013.33152372,7285976.004335175,959349.9540779298
 09/28  01:00:00,52621350.701276496,7506963.372715842,781797.9333605617
 09/28  02:00:00,50080568.43885237,7693698.30545293,745933.8063790302
 09/28  03:00:00,46458592.04626731,7858261.94479365,710672.9834942302
 09/28  04:00:00,40289931.0341465,8031891.61145062,746427.5435700833
 09/28  05:00:00,40358352.685416326,8183712.627631523,1503333.0306139435
 09/28  06:00:00,43444186.14094712,8203597.34620109,3210611.4827421308
 09/28  07:00:00,51497788.618197486,6346295.5789852915,3744058.961657862
 09/28  08:00:00,99522930.5250319,5531374.633649089,4643916.270946746
 09/28  09:00:00,194132847.77114648,10116905.40759619,4784483.668367317
 09/28  10:00:00,232124246.52480942,10093582.114463335,4940624.026135799
 09/28  11:00:00,253576747.47807103,10416014.636726152,4883916.307388532
 09/28  12:00:00,280003278.3511849,10369098.360593896,4525616.889962268
 09/28  13:00:00,303252916.2660782,10663203.92691331,4610343.6770396
 09/28  14:00:00,320926490.4136843,10233214.118876511,3873830.563645178
 09/28  15:00:00,343575418.75450855,10148607.233809762,4114481.9131648163
 09/28  16:00:00,318646883.1831052,9972006.78008915,3033280.4026033026
 09/28  17:00:00,291223849.1619388,9903737.624489168,3120720.0545217763
 09/28  18:00:00,190838876.80772212,5323881.568248369,3534653.223708926
 09/28  19:00:00,157104511.78309092,5382262.69208463,3613090.2481320067
 09/28  20:00:00,160778981.05595213,5041583.444666503,2834271.3418886075
 09/28  21:00:00,136112266.12797543,4956965.893562171,2330398.797065946
 09/28  22:00:00,128519618.93329835,5285681.875116893,1997046.691910436
 09/28  23:00:00,106819391.60368933,6187924.329678199,1555579.581438312
 09/28  24:00:00,83547811.92347178,6524502.292637519,939610.4915047041
 09/29  01:00:00,76774624.47879261,6801021.403200985,742712.3440858808
 09/29  02:00:00,65656687.62847325,7070310.225680778,887405.6366070027
 09/29  03:00:00,58587909.92441418,7267802.635321363,605157.437577406
 09/29  04:00:00,54621224.732129954,7469152.929369523,817516.2513425853
 09/29  05:00:00,54144479.883745596,7642010.194017012,1431562.4519134415
 09/29  06:00:00,51913590.596212484,7668881.9731201865,3289662.9784905133
 09/29  07:00:00,68046676.01086393,5895151.3340380965,3683309.989076476
 09/29  08:00:00,128953081.60063623,5172628.331618565,4690702.083513758
 09/29  09:00:00,271902640.76095545,9892331.801764004,4760652.915955587
 09/29  10:00:00,316895936.5868969,9782471.679729028,4920119.809381601
 09/29  11:00:00,319766612.0811781,10232605.733579881,4870958.620379074
 09/29  12:00:00,324288368.6716169,10301307.31410918,4527704.524987457
 09/29  13:00:00,328741393.4480586,10569159.475854948,4576227.861122041
 09/29  14:00:00,317822587.56494963,10125862.160151413,3964253.200022983
 09/29  15:00:00,316891206.93214667,10130519.468438404,4130206.95669795
 09/29  16:00:00,264906701.3056023,9919382.43393907,2984579.183785836
 09/29  17:00:00,215584649.79430696,9763082.390964907,3164210.2271932866
 09/29  18:00:00,158104043.34189066,5006260.952965765,3524346.182423497
 09/29  19:00:00,137029588.84461352,5395021.70351265,3590666.966703941
 09/29  20:00:00,137048176.94392142,5167941.477655126,2844358.3436688976
 09/29  21:00:00,110801393.9639894,5095753.569746616,2320183.928628205
 09/29  22:00:00,104567447.0591054,5473178.885686344,2106588.862058203
 09/29  23:00:00,87764163.47386079,6392786.264633751,1433955.754251535
 09/29  24:00:00,80358230.05427386,6734330.420326895,951595.245979877
 09/30  01:00:00,78158738.92451864,7024592.964074279,790974.8479196512
 09/30  02:00:00,80997610.25740324,7256690.482390305,852445.2445843027
 09/30  03:00:00,77803715.14293867,7458187.6959817065,640773.0748754649
 09/30  04:00:00,71257946.24411248,7651803.742755848,817856.2070362831
 09/30  05:00:00,58345794.054548055,7825959.776814284,1360185.035254632
 09/30  06:00:00,53235808.34249177,7822737.5201247195,3366697.0940785157
 09/30  07:00:00,65475624.145890824,6979203.2940602265,3386887.9238038906
 09/30  08:00:00,101633637.85949627,5456371.744879195,3546884.217059674
 09/30  09:00:00,146433975.90672663,9857512.449726636,3153385.388944999
 09/30  10:00:00,168581579.67943916,9486137.68420269,3399399.6094324877
 09/30  11:00:00,206085462.76627013,9392151.61993351,2883680.6497492585
 09/30  12:00:00,242490871.39593726,9326703.281600425,2667861.977470067
 09/30  13:00:00,257758950.19889882,9293109.238907328,2561040.889147454
 09/30  14:00:00,232278739.34386328,9088611.544724783,2263374.3305703616
 09/30  15:00:00,219875613.79496023,9042487.810906714,2455539.924516786
 09/30  16:00:00,187027477.12231308,9133901.834052576,2703111.5630656155
 09/30  17:00:00,116408359.7043018,4233395.539002352,3014837.975858258
 09/30  18:00:00,77091295.68807358,5677029.675977781,3073166.0743175102
 09/30  19:00:00,58144397.37627944,6342401.647085777,2981609.702431378
 09/30  20:00:00,51809355.581694886,6908204.774318964,2712658.5438822964
 09/30  21:00:00,53074787.67916511,7444186.084943859,2298526.794984439
 09/30  22:00:00,50977988.56555025,7616154.800673127,2112199.814198029
 09/30  23:00:00,47183771.133002564,7839952.885917794,1500050.6886459654
 09/30  24:00:00,43682675.95098117,7984956.697200519,889477.4904910176
 10/01  01:00:00,39384197.901222624,8290596.978788359,853522.8306132004
 10/01  02:00:00,35757147.99079269,8504225.696166065,782230.0758947373
 10/01  03:00:00,33636614.676172964,8679520.622496458,711657.0593564963
 10/01  04:00:00,32341065.903683476,8839370.449970255,782935.4310341284
 10/01  05:00:00,31681240.496909704,8985246.086002281,1372562.5145672753
 10/01  06:00:00,30919153.610542502,9119047.757945305,3330244.0229972084
 10/01  07:00:00,30151352.936567824,9165824.560765998,3399269.57646949
 10/01  08:00:00,31141197.150528096,7873138.87626841,3511761.8156257146
 10/01  09:00:00,36653017.082047924,7529225.89218441,3215043.3508868436
 10/01  10:00:00,43537479.60100752,7151434.643433859,3157188.400898796
 10/01  11:00:00,46631316.349086754,6823710.212083844,2914110.2324754302
 10/01  12:00:00,46207536.74659228,6702009.992618834,2579781.764263453
 10/01  13:00:00,46279511.3145722,6601806.210725953,2459873.9021212915
 10/01  14:00:00,45649329.11602861,6419214.82644907,2306681.114928667
 10/01  15:00:00,44698619.03125936,6239528.395241967,2467175.36393864
 10/01  16:00:00,42876477.26395864,7117281.188927775,2660123.53605931
